id;nom;decision;ecrite_le_26_09;qid;wikidata_libelle;naissance;mort;pays;langue;signaux;candidats_et_motifs
11305;Harold B. Wilson;à relire (un seul signal);;Q137697076;Harold B. Wilson;;;CA;;metier;Q137697076 {metier}
11306;Alain Wisner;acceptée;oui;Q2830370;Alain Wisner;1923;2004;FR;;biblio;Q2830370 {biblio}
11307;Naomi Wolf;acceptée;oui;Q237875;Naomi Wolf;1962;;US;;biblio+metier;Q237875 {biblio+metier}
11308;Hector Woollands;introuvable;;;;;;;;;
11309;Joan Zambrana;acceptée;oui;Q93429837;Joan Zambrana;1960;;;;biblio+metier;Q93429837 {biblio+metier}
11311;Lázaro Luíz Zamenhof;acceptée;oui;Q11758;Louis-Lazare Zamenhof;1859;1917;PL;;biblio+metier;Q11758 {biblio+metier}
11312;Patxi Zamoro;introuvable;;;;;;;;;
11313;Roberto Zani;introuvable;;;;;;;;;
11314;Micael Zaramella;introuvable;;;;;;;;;
11315;Ilya Zemtsov;à relire (un seul signal);;Q63900082;Ilya Zemtsov;1938;;AZ;;biblio;Q63900082 {biblio}
11316;Federico Zenoni;acceptée;oui;Q137836984;Federico Zenoni;1966;;IT;;biblio+metier;Q137836984 {biblio+metier}
11318;Raúl Zibechi;contradiction;;;;;;;;;Q7299862 [naissance 1952 ≠ 1954] {biblio+metier}
11319;Hector Zoccoli;introuvable;;;;;;;;;
11320;Émile Zola;acceptée;oui;Q504;Émile Zola;1840;1902;FR;fr;biblio+metier;Q504 {biblio+metier}
11321;Alenka Zupancic;acceptée;oui;Q1642178;Alenka Zupančič;1966;;SI;;biblio+metier;Q1642178 {biblio+metier} | Q114378604 [naissance 1969 ≠ 1966] {biblio+chercheur} | Q114325747 [naissance 1946 ≠ 1966] {biblio+chercheur}
11324;Lina Wertmüller;déjà liée;;Q53039;Lina Wertmüller;1928;2021;IT;;biblio+metier;Q53039 {biblio+metier}
11325;Franco Schirone;introuvable;;;;;;;;;
11333;Edson Gonçalves Filho;introuvable;;;;;;;;;
11334;Ricardo Marcelo Fonseca;à relire (un seul signal);;Q10361183;Ricardo Marcelo Fonseca;;;BR;pt;biblio;Q10361183 {biblio}
11335;Daniel Rodrigues Aurélio;introuvable;;;;;;;;;
11336;Wellington Gallarza;introuvable;;;;;;;;;
11338;Carme Regina Schons;introuvable;;;;;;;;;
11341;Lewis Herber;introuvable;;;;;;;;;
11342;Silvia Araújo;non corroborée;;;;;;;;;Q57699818 {chercheur}
11343;Martín Alberto Acri;introuvable;;;;;;;;;
11344;Petter Baiestorf;non corroborée;;;;;;;;;Q10348931
11345;Henfil;acceptée;oui;Q1999056;Henfil;1944;1988;BR;pt;biblio+metier;Q1999056 {biblio+metier}
11346;Gramsci;acceptée;oui;Q83003;Antonio Gramsci;1891;1937;IT;it;biblio+metier;Q83003 {biblio+metier}
11350;Filósofo da Selva;introuvable;;;;;;;;;
11351;Beni;ambiguë;;;;;;;;;Q269526 {biblio} | Q61879390 | Q64852110 | Q4887887 | Q137273563
11352;Juan Manuel Heredia;acceptée;oui;Q112562189;Juan Manuel Heredia;1966;;;es;biblio+metier;Q112562189 {biblio+metier}
11353;Vivien García;ambiguë;;;;;;;;;Q112270196 {metier} | Q137106615 {biblio+metier}
11354;Rubem Fonseca;acceptée;oui;Q470133;Rubem Fonseca;1925;2020;BR;pt;biblio+metier;Q470133 {biblio+metier}
11355;George Berger;à relire (un seul signal);;Q109501746;George Berger;1796;1868;;;metier;Q109501746 {metier}
11356;Ward Churchill;acceptée;oui;Q707156;Ward Churchill;1947;2026;US;en;biblio+metier;Q707156 {biblio+metier}
11357;Pedro Celso Uchôa Cavalcanti;introuvable;;;;;;;;;
11358;Roberto Fanjul;introuvable;;;;;;;;;
11359;Antonio Serra & Cristina Pereira;introuvable;;;;;;;;;
11360;José Bové;acceptée;oui;Q5819;José Bové;1953;;FR;;biblio+metier;Q5819 {biblio+metier} | Q136239712
11361;Osvaldo Coggiola;acceptée;oui;Q10342340;Osvaldo Coggiola;;;AR;pt;biblio+metier;Q10342340 {biblio+metier}
11362;Ricard de Vargas Golarons;acceptée;oui;Q19301744;Ricard de Vargas Golarons;1949;;ES;;biblio+metier;Q19301744 {biblio+metier}
11363;Diy;introuvable;;;;;;;;;
11368;Daniela Carneiro;non corroborée;;;;;;;;;Q59205144
11370;David E. Apter;acceptée;oui;Q5233147;David Apter;1924;2010;US;en;biblio+metier;Q5233147 {biblio+metier}
11372;Valter Bracht;introuvable;;;;;;;;;
11374;Juan Carlos Beas;introuvable;;;;;;;;;
11375;Giselle Beiguelman-Messina;introuvable;;;;;;;;;
11376;Janet Biehl/Murray Bookchin;introuvable;;;;;;;;;
11379;Antonio Rabinad;acceptée;oui;Q8201623;Antonio Rabinad;1927;2009;ES;;biblio+metier;Q8201623 {biblio+metier}
11380;Guillaume Davranche;acceptée;oui;Q50102708;Guillaume Davranche;1977;;FR;;biblio+metier;Q50102708 {biblio+metier}
11381;Jean Bécarud;acceptée;oui;Q51077449;Jean Bécarud;1925;2014;FR;;biblio+metier;Q51077449 {biblio+metier}
11382;Alcina de Lara Cardoso;introuvable;;;;;;;;;
11384;Winter Bastos;introuvable;;;;;;;;;
11385;Jean Andreu;acceptée;oui;Q132918314;Jean Andreu;1935;;;;biblio+metier;Q132918314 {biblio+metier}
11386;Miguel Orduña Carson;introuvable;;;;;;;;;
11388;Chuang;introuvable;;;;;;;;;
11389;Sonia Alem Marrach (Org.) Doris Accioly e Silva;introuvable;;;;;;;;;
11390;Guilherme Falleiros;introuvable;;;;;;;;;
11392;Goya;ambiguë;;;;;;;;;Q5432 {biblio+metier} | Q4900761 {biblio+metier}
11393;Marie Goldsmith;acceptée;oui;Q6761322;Marie Goldsmith;1871;1933;RU;;biblio+metier+anarchisme;Q6761322 {biblio+metier+anarchisme}
11394;José Yañez García;non corroborée;;;;;;;;;Q20536244
11395;Jordi Albaladejo;introuvable;;;;;;;;;
11396;Antoine Gimenez;ambiguë;;;;;;;;;Q3618823 {biblio} | Q65583441 | Q139606985
11397;Francesc Ferrer I. Guàrdia;acceptée;oui;Q354202;Francisco Ferrer Guardia;1859;1909;ES;es;biblio+metier+anarchisme;Q354202 {biblio+metier+anarchisme}
11400;Octavio Alberola;acceptée;oui;Q20006123;Octavio Alberola Suriñach;1928;2025;ES;es;biblio+metier;Q20006123 {biblio+metier}
11401;Henrique Magalhães;ambiguë;;;;;;;;;Q48862073 {biblio+metier} | Q50823174 | Q26505884
11402;Leda Gitahy;introuvable;;;;;;;;;
11404;Vito Giannotti;à relire (un seul signal);;Q21290535;Vito Giannotti;1943;2015;;;biblio;Q21290535 {biblio}
11405;Yves Delage Goldsmith;introuvable;;;;;;;;;
11407;Luis Felipe Falcão;introuvable;;;;;;;;;
11408;Aleksandr N. Afanásiev;introuvable;;;;;;;;;
11410;Miguel Gonzalez Arroyo;introuvable;;;;;;;;;
11412;Daniel Halevy;acceptée;oui;Q966745;Daniel Halévy;1872;1962;FR;fr;biblio+metier;Q966745 {biblio+metier}
11413;Paola Domingo;introuvable;;;;;;;;;
11414;Avles;introuvable;;;;;;;;;
11415;Katrina Vanden Heuvel;acceptée;oui;Q6378002;Katrina vanden Heuvel;1959;;US;;biblio+metier;Q6378002 {biblio+metier}
11416;Jacques Ellul;acceptée;oui;Q322922;Jacques Ellul;1912;1994;FR;fr;biblio+metier;Q322922 {biblio+metier}
11418;Francisca Nogueira de Azevedo;introuvable;;;;;;;;;
11419;Clément Duval;ambiguë;;;;;;;;;Q2556213 {biblio+metier+anarchisme} | Q110089466 {biblio} | Q136401623
11420;Giorgio Sacchetti, Augusto Gayubas, Manuel Vicent Balaguer, Ignacio Donézar, José Luis Gutiérrez Molina;introuvable;;;;;;;;;
11421;Fernando Antônio Peres;introuvable;;;;;;;;;
11423;Miguel Angel Diéguez;introuvable;;;;;;;;;
11424;Durval Muniz de Albuquerque Júnior, Alfredo Veiga-Neto, Alípio de Souza Filho (orgs.);introuvable;;;;;;;;;
11425;Patrícia Galvão;acceptée;oui;Q653496;Pagu;1910;1962;BR;pt;biblio+metier;Q653496 {biblio+metier}
11426;Luiz Antonio De Assis Brasil;acceptée;oui;Q10320610;Luiz Antonio de Assis Brasil;1945;;BR;pt;biblio+metier;Q10320610 {biblio+metier}
11427;John Rajchman;acceptée;oui;Q3182337;John Rajchman;1946;;US;;biblio+metier;Q3182337 {biblio+metier}
11428;Ana Paula Portella;introuvable;;;;;;;;;
11429;Maripoza;introuvable;;;;;;;;;
11430;Michel Misse;à relire (un seul signal);;Q110789538;Michel Misse;;2025;;;biblio;Q110789538 {biblio}
11432;Angela Maria Souza Martins;introuvable;;;;;;;;;
11433;Gilmar Rocha;introuvable;;;;;;;;;
11434;Ricardo Líper;introuvable;;;;;;;;;
11436;Javier Ortega Pérez;introuvable;;;;;;;;;
11437;Ratgeb;ambiguë;;;;;;;;;Q567523 {biblio+metier} | Q537924 {biblio+metier}
11438;Albert Meltzer;ambiguë;;;;;;;;;Q4710834 {biblio+metier+anarchisme} | Q133342527 {biblio}
11439;Mauricio Morales;non corroborée;;;;;;;;;Q10327545 | Q84727577
11440;Michel Antony;acceptée;oui;Q15406906;Michel Antony;1950;;FR;;biblio+metier;Q15406906 {biblio+metier}
11441;Ignacio de Llorens;à relire (un seul signal);;Q53552122;Ignacio de Llorens;1957;;;;biblio;Q53552122 {biblio}
11442;Jaddson Luiz;introuvable;;;;;;;;;
11443;J.R Schmid;introuvable;;;;;;;;;
11444;David R. Roediger;acceptée;oui;Q5239167;David Roediger;1952;;US;en;biblio+metier;Q5239167 {biblio+metier}
11445;Pigault-Lebrun;acceptée;oui;Q3388279;Pigault-Lebrun;1753;1835;FR;fr;biblio+metier;Q3388279 {biblio+metier}
11446;Deise Mancebo;introuvable;;;;;;;;;
11448;Aline (et al.) LUDMILA;introuvable;;;;;;;;;
11449;Pier Francesco Zarcone;introuvable;;;;;;;;;
11450;Andreza Poitena;introuvable;;;;;;;;;
11451;Maurice Moissonnier;acceptée;oui;Q23071906;Maurice Moissonnier;1927;2009;FR;fr;biblio+metier;Q23071906 {biblio+metier}
11452;Marcos Cesar (Grito);introuvable;;;;;;;;;
11453;Rossana Rossanda;acceptée;oui;Q272650;Rossana Rossanda;1924;2020;IT;it;biblio+metier;Q272650 {biblio+metier}
11454;Angela Maria Roberti Martins;introuvable;;;;;;;;;
11455;John Lyons;ambiguë;;;;;;;;;Q1700903 {biblio+metier} | Q704704 | Q6245648 | Q2035240 {biblio} | Q263894 [né 1977, publié dès 1983] | Q6245637 | Q97610137 | Q75849731 | Q6245641 {biblio} | Q6245639
11457;Noir et Rouge;introuvable;;;;;;;;;
11458;Dalila Andrade Oliveira;acceptée;oui;Q112555115;Dalila Andrade Oliveira;1964;;BR;pt;biblio+metier;Q112555115 {biblio+metier}
11459;José Gay da Cunha;introuvable;;;;;;;;;
11460;Nicodemus Piek;introuvable;;;;;;;;;
11461;Maria Alice Nogueira;introuvable;;;;;;;;;
11462;Nauá;introuvable;;;;;;;;;
11463;Miguel Velasco;introuvable;;;;;;;;;
11464;Margaret S. Mahler;acceptée;oui;Q213648;Margaret Mahler;1897;1985;HU;;biblio+metier;Q213648 {biblio+metier}
11465;Kauan Willian dos Santos;introuvable;;;;;;;;;
11467;John Holloway;ambiguë;;;;;;;;;Q37380328 {chercheur} | Q575948 {biblio+metier} | Q6239638 | Q6239639 {biblio+metier} | Q316155 {biblio+metier} | Q16567445 | Q56855958 {metier} | Q27925510 | Q105528240 | Q53336864
11468;Josè J. Queiróz;introuvable;;;;;;;;;
11469;Meltzer;introuvable;;;;;;;;;
11470;Jean-Marc Raynaud;acceptée;oui;Q95986931;Jean-Marc Raynaud;1947;;FR;;biblio+metier;Q95986931 {biblio+metier}
11471;Platão;ambiguë;;;;;;;;;Q859 {biblio+metier} | Q30939779 | Q2035656
11472;Jaguar;ambiguë;;;;;;;;;Q6122865 {biblio+metier} | Q11309692 {biblio} | Q6122859
11473;Pierre Karila-Cohen;acceptée;oui;Q41711211;Pierre Karila-Cohen;1972;;FR;;biblio+metier;Q41711211 {biblio+metier}
11474;Imprensa Marginal;introuvable;;;;;;;;;
11475;MORAES, Carla Kelen de Andrade. Acioli, Edane de Jesus França et al.;introuvable;;;;;;;;;
11476;Luís Alfredo Galvão;introuvable;;;;;;;;;
11477;Nélio Parra;introuvable;;;;;;;;;
11479;Daigo Oliva;introuvable;;;;;;;;;
11480;Nicola Sacco;acceptée;oui;Q2672924;Nicola Sacco;1891;1927;IT;en;biblio+metier;Q2672924 {biblio+metier} | Q123296690 {chercheur}
11481;Edgar Jorge Kolling;introuvable;;;;;;;;;
11482;Thomaz Jefferson;introuvable;;;;;;;;;
11483;Plekanov;introuvable;;;;;;;;;
11484;Dee Dee Ramone;à relire (un seul signal);;Q346607;Dee Dee Ramone;1951;2002;US;;biblio;Q346607 {biblio}
11485;Ricardo Maranhão;contradiction;;;;;;;;;Q125508993 [né 1986, publié dès 1981]
11486;Rius;acceptée;oui;Q1362191;Rius;1934;2017;MX;;biblio+metier;Q1362191 {biblio+metier}
11488;Francisco Madrid;acceptée;oui;Q3818461;Francisco Madrid;1900;1952;ES;es;biblio+metier;Q3818461 {biblio+metier}
11489;Rosamund Bartlett;acceptée;oui;Q7367298;Rosamund Bartlett;;;GB;en;biblio+metier;Q7367298 {biblio+metier}
11491;Gabriele Ínvernizzi;non corroborée;;;;;;;;;Q19635280
11492;Sebastian Kalicha;acceptée;oui;Q111221555;Sebastian Kalicha;1984;;;de;biblio+anarchisme;Q111221555 {biblio+anarchisme}
11494;Paulo Capra;introuvable;;;;;;;;;
11495;Rogério Nascimento;introuvable;;;;;;;;;
11496;Jose Luis Catalinas;introuvable;;;;;;;;;
11497;Elisa Reis;introuvable;;;;;;;;;
11498;Newton Stadler de Souza;introuvable;;;;;;;;;
11499;Richard Robinson;ambiguë;;;;;;;;;Q259994 {biblio} | Q18783924 {biblio+metier} | Q7328699 | Q107131818 {metier} | Q7328700 {biblio+metier} | Q25711399 [né 1971, publié dès 1974] | Q7328701 | Q110226071 {biblio} | Q7328697 {biblio} | Q1246985 {biblio+metier}
11500;Mary Alice MC CABE;introuvable;;;;;;;;;
11501;Philippe Van Parijs;acceptée;oui;Q1345191;Philippe Van Parijs;1951;;BE;fr;biblio+metier;Q1345191 {biblio+metier}
11502;Vladimir Illitch Lênin;introuvable;;;;;;;;;
11503;Federico Mayor;acceptée;oui;Q457158;Federico Mayor Zaragoza;1934;2024;ES;;biblio+metier;Q457158 {biblio+metier} | Q92577934 {chercheur}
11504;Pierre Louÿs;acceptée;oui;Q334958;Pierre Louÿs;1870;1925;FR;fr;biblio+metier;Q334958 {biblio+metier}
11505;Leila Maria da Silva Blass;introuvable;;;;;;;;;
11506;Priscila da Silva Nascimento;introuvable;;;;;;;;;
11508;René Gertz;acceptée;oui;Q18708097;René Gertz;1949;;BR;;biblio+metier;Q18708097 {biblio+metier}
11509;Maxiliano Astroza-Leon;introuvable;;;;;;;;;
11512;Paulo Sergio Tumolo;introuvable;;;;;;;;;
11515;Mark Bray;ambiguë;;;;;;;;;Q96026067 {biblio+metier} | Q6766831 {biblio+metier} | Q100759140
11516;Emma M.;contradiction;;;;;;;;;Q109417998 [né 1992, publié dès 2001]
11518;Salvador Neves;introuvable;;;;;;;;;
11519;Sam Mbah;acceptée;oui;Q7407861;Sam Mbah;1963;2014;NG;;biblio+metier+anarchisme;Q7407861 {biblio+metier+anarchisme}
11520;Pako;ambiguë;;;;;;;;;Q9201330 {biblio+metier} | Q59244912 | Q60439769 {biblio+metier}
11521;Rockwell;ambiguë;;;;;;;;;Q271884 {biblio+metier} | Q1299664 {biblio} | Q108776331
11522;Bernardo Kocher;introuvable;;;;;;;;;
11523;Miguel Bodea;introuvable;;;;;;;;;
11524;Nicolina Luiza De Petta;introuvable;;;;;;;;;
11525;Lúcia Silva Parra;introuvable;;;;;;;;;
11526;Tomaso Marabini;introuvable;;;;;;;;;
11527;Reginaldo Moraes;introuvable;;;;;;;;;
11528;José Alfredo Vidigal Pontes;introuvable;;;;;;;;;
11529;Ramatís;introuvable;;;;;;;;;
11530;José Honório Rodrigues;acceptée;oui;Q10309586;José Honório Rodrigues;1913;1987;BR;pt;biblio+metier;Q10309586 {biblio+metier}
11531;Khapaz;introuvable;;;;;;;;;
11532;James Cleugh;acceptée;oui;Q6131455;James Cleugh;1891;1969;;;biblio+metier;Q6131455 {biblio+metier}
11533;Fernand Planche;acceptée;oui;Q80823901;Fernand Planche;1900;1974;;fr;biblio+metier;Q80823901 {biblio+metier}
11535;Starhawk;acceptée;oui;Q272205;Starhawk;1951;;US;en;biblio+metier;Q272205 {biblio+metier}
11537;Vera Zasulic;acceptée;oui;Q234980;Véra Zassoulitch;1849;1919;RU;ru;biblio+metier;Q234980 {biblio+metier}
11538;Voltaire;ambiguë;;;;;;;;;Q9068 {biblio+metier} | Q944759 {biblio+metier} | Q21556140 | Q7965060 {biblio}
11539;Floreal Samitier Arroyos;à relire (un seul signal);;Q5862991;Floreal Samitier Arroyos;1934;2012;ES;es;metier;Q5862991 {metier}
11540;Beatriz (et al.) SILVÉRIO;introuvable;;;;;;;;;
11541;Yolanda Lhullier dos Santos;à relire (un seul signal);;Q101242783;Yolanda Lhullier dos Santos;;;BR;;metier;Q101242783 {metier}
11542;Dad Squarisi;acceptée;oui;Q10263680;Dad Squarisi;1946;2023;BR;pt;biblio+metier;Q10263680 {biblio+metier}
11543;Stepniak;acceptée;oui;Q546520;Sergueï Stepniak-Kravtchinski;;1895;UA;ru;biblio+metier;Q546520 {biblio+metier} | Q1551218
11545;Felipe del Solar;introuvable;;;;;;;;;
11546;Robert A. Scalapino;acceptée;oui;Q556163;Robert A. Scalapino;1919;2011;US;;biblio+metier;Q556163 {biblio+metier}
11547;Maria Sardelich;introuvable;;;;;;;;;
11548;Subcomandante Marcos;acceptée;oui;Q491635;Sous-commandant Marcos;1957;;MX;es;biblio+metier;Q491635 {biblio+metier}
11550;Chico Whitaker;à relire (un seul signal);;Q287089;Francisco Whitaker;1931;;BR;pt;biblio;Q287089 {biblio}
11551;Carlos Zubillaga;acceptée;oui;Q5752163;Carlos Zubillaga;1941;;UY;es;biblio+metier;Q5752163 {biblio+metier}
11552;Zizen;introuvable;;;;;;;;;
11556;Daniel Santini;introuvable;;;;;;;;;
11559;Biblioteca Terra Livre;introuvable;;;;;;;;;
11563;Christian Bay;acceptée;oui;Q22234122;Christian Bay;1921;1990;NO;;biblio+metier;Q22234122 {biblio+metier} | Q89227217 {chercheur}
11564;Charles C. Walker;introuvable;;;;;;;;;
